"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,C,254","Back_pk_m,C,254","Back_AADT,C,254","Ahead_pk_h,C,254","Ahead_pk_m,C,254","Ahead_AADT,C,254","Lat_S_or_W,C,254","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
6,119,KER,2.14,HARRISON STREET,550,6000,5500,790,8400,7900,35.16559715,-119.45330990000,35.16559715000,-119.45330990000
6,119,KER,R13.29,TUPMAN ROAD,1450,14000,12800,1500,15300,13800,35.26577751,-119.31192020000,35.26577751000,-119.31192020000
6,119,KER,18.173,JCT. RTE. 43 NORTH,1500,15300,13800,740,7600,6700,35.26735171,-119.25266410000,35.26735171000,-119.25266410000
6,119,KER,19.773,JCT. RTE. 5,840,7600,6700,930,8300,7300,35.2670856,-119.22450860000,35.26708560000,-119.22450860000
6,119,KER,25.26,BUENA VISTA ROAD,1400,13300,11000,1100,10700,8800,35.267231,-119.12833000000,35.26723100000,-119.12833000000
6,119,KER,26.52,EAST LIMITS OLD RIVER,1100,10700,8800,1100,13200,11400,35.26716753,-119.10637290000,35.26716755000,-119.10637860000
6,119,KER,30.41,WIBLE ROAD,1250,14700,12700,1500,17700,15800,35.26690662,-119.03888570000,35.26690662000,-119.03888570000
6,119,KER,31.283,JCT. RTE. 99,1500,17700,15800,,,,35.26685545,-119.02290430000,35.26685545000,-119.02290430000
10,120,SJ,R.493,"MOSSDALE, JCT. RTE. 5",,,,6200,81000,79000,37.78865105,-121.30215510000,37.78750177000,-121.30173630000
10,120,SJ,R1.328,YOSEMITE AVENUE UC,6100,81000,79000,4500,68000,66000,37.789484,-121.28721600000,37.78920091000,-121.28742060000
10,120,SJ,R3.323,AIRPORT WAY,5700,86000,84000,5300,73000,71000,37.783408,-121.25215900000,37.78305846000,-121.25223130000
10,120,SJ,R5.31,MANTECA ROAD/MAIN STREET,6100,84000,82000,5100,79000,77000,37.78355564,-121.21578390000,37.78320497000,-121.21576950000
10,120,SJ,T6.87,SOUTH JCT. RTE. 99,5000,78000,67000,1650,18500,14100,37.78538666,-121.18817740000,37.78531045000,-121.18817040000
10,120,SJ,6.197,"MANTECA, NORTH JCT. RTE. 99",1650,18500,14100,1650,18500,14100,37.78264935,-121.18489970000,37.78267909000,-121.18496810000
10,120,SJ,6.83,AUSTIN ROAD,1650,18500,14100,1600,17800,13200,37.79754909,-121.17994450000,37.79754909000,-121.17994450000
10,120,SJ,8.84,JACKTONE ROAD,1250,13800,11200,1450,16300,13400,37.79771089,-121.14324810000,37.79760600000,-121.14322570000
10,120,SJ,11.64,FRENCH CAMP ROAD,1450,16300,13400,1200,20000,16800,37.79806328,-121.09180490000,37.79806328000,-121.09180490000
10,120,SJ,R16.922,"ESCALON, MAIN/KERN STREET",1400,18600,15600,990,18400,15400,37.79687358,-120.99559320000,37.79678553000,-120.99558570000
10,120,SJ,17.885,"ESCALON, DAVID AVENUE",900,16700,14000,1350,13800,10200,37.79427284,-120.98393520000,37.79420100000,-120.98406800000
10,120,SJ,21.184,SAN JOAQUIN/STANISLAUS COUNTY,1300,14900,11700,,,,37.79357302,-120.92339810000,37.79357302000,-120.92339810000
10,120,STA,0,SAN JOAQUIN/STANISLAUS COUNTY,,,,1350,14300,13300,37.79357302,-120.92339810000,37.79357302000,-120.92339810000
10,120,STA,3.16,VALLEY HOME ROAD,1400,14900,14000,2400,29000,28000,37.79004497,-120.86614770000,37.79004497000,-120.86614770000
10,120,STA,4.346,"OAKDALE, A STREET",1850,23000,22000,2300,22100,20700,37.77684902,-120.85297480000,37.77680727000,-120.85308890000
10,120,STA,5.116,"OAKDALE, WEST JCT. RTE. 108",2300,22100,20700,2350,31000,30000,37.766638,-120.84702800000,37.76663800000,-120.84702800000
10,120,STA,8.86,ORANGE BLOSSOM ROAD,1950,22600,18800,1750,13800,12200,37.77648758,-120.78166690000,37.77648758000,-120.78166690000
10,120,STA,T18.017R,BEGIN RIGHT ALIGN IN STA CO.,,,,1400,7400,6400,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,37.82221302000,-120.64242710000
10,120,STA,T18.168R,"STANISLAUS/TUOLUME CO LINE, END STA CO",1400,7400,6400,,,,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,37.82326412000,-120.64005270000
10,120,TUO,R0R,"STANISLAUS/TUOLUME CO LINE, RIGHT ALIGN, TUO CO.",,,,770,7400,6400,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,37.82326412000,-120.64005270000
10,120,TUO,R5.782R,END RIGHT ALIGN,1400,7400,6400,,,,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,37.84503765000,-120.54905930000
10,120,STA,T18.017L,BEGIN LEFT ALIGN IN STA CO.,,,,770,7400,6400,37.82229241,-120.64245010000,0.00000000000,0.00000000000
10,120,STA,T18.16L,"STANISLAUS/TUOLUMNE CO LINE, END STA CO",770,7400,6400,,,,37.82340111,-120.64029720000,0.00000000000,0.00000000000
10,120,TUO,R0L,"STANISLAUS/TUOLUMNE CO LINE, LEFT ALIGN TUO CO",,,,770,7400,6400,37.82340111,-120.64029720000,0.00000000000,0.00000000000
10,120,TUO,R5.852L,END LEFT ALIGN,770,7400,6400,,,,37.84529498,-120.54879820000,0.00000000000,0.00000000000
10,120,TUO,R5.982,KISTLER RANCH UC,1600,16300,13000,1600,16300,13000,37.84460204,-120.54656510000,37.84428493000,-120.54674140000
10,120,TUO,8.19,LA GRANGE ROAD,1200,12200,9750,1350,15400,12900,37.84334762,-120.50806480000,37.84334762000,-120.50806480000
10,120,TUO,12.077,EAST JCT. RTE. 108,1650,19400,15600,450,4900,3900,37.89122393,-120.48828760000,37.89122393000,-120.48828760000
10,120,TUO,15.516,"CHINESE CAMP, NORTH JCT. RTE. 49",450,3350,3000,700,6800,4150,37.8745623,-120.43440610000,37.87472602000,-120.43479580000
10,120,TUO,R21.803,JACKSONVILLE ROAD,590,4450,4400,670,5100,5050,37.82923547,-120.34533390000,37.82923547000,-120.34533390000
10,120,TUO,R23.897,SOUTH JCT. RTE. 49,710,7100,4700,510,6000,4150,37.81479355,-120.31180890000,37.81479355000,-120.31180890000
10,120,TUO,30.32,WARDS FERRY/BIG OAK ROADS,680,5000,4950,860,5300,5200,37.82326333,-120.25869070000,37.82326333000,-120.25869070000
10,120,TUO,30.47,BIG OAK FLAT,860,5300,5200,1050,10700,8600,37.8246382,-120.25656680000,37.82463820000,-120.25656680000
10,120,TUO,32.184,GROVELAND,1050,10700,8600,800,7100,5400,37.83828298,-120.23164580000,37.83828298000,-120.23164580000
10,120,TUO,R38.9,HELLS HOLLOW ROAD,800,7200,5300,750,4250,2600,37.81713193,-120.12970170000,37.81713193000,-120.12970170000
10,120,TUO,R39.459,SMITHS STATION ROAD,630,4050,2300,1050,8100,4200,37.81354695,-120.12056080000,37.81354695000,-120.12056080000
10,120,TUO,R41.522,TUOLUMNE/MARIPOSA COUNTY LINE,1050,8100,4200,,,,37.82279816,-120.08950510000,37.82279816000,-120.08950510000
10,120,MPA,R41.522,TUOLUMNE/MARIPOSA COUNTY LINE,,,,1050,9000,4600,37.82279816,-120.08950510000,37.82279816000,-120.08950510000
10,120,MPA,43.09,BUCK MEADOWS,1050,2850,2800,1050,6600,4600,37.8138312,-120.06596980000,37.81383120000,-120.06596980000
10,120,MPA,43.749,MARIPOSA/TUOLUMNE COUNTY LINE,1050,6600,4600,,,,37.8180718,-120.05571710000,37.81807180000,-120.05571710000
10,120,TUO,43.749,MARIPOSA/TUOLUMNE COUNTY LINE,,,,1050,6600,4050,37.8180718,-120.05571710000,37.81807180000,-120.05571710000
10,120,TUO,47.25,CHERRY VALLEY ROAD,1050,6400,4000,1000,6300,3900,37.82480459,-120.01058110000,37.82480623000,-120.01056910000
10,120,TUO,R56.15,YOSEMITE NATIONAL PARK,1000,6300,3900,,,,37.81515533,-119.87521000000,37.81515533000,-119.87521000000
9,120,MNO,R0,TUOLUMNE/MONO COUNTY LINE,,,,420,3150,2500,37.763252,-119.84250000000,37.81026000000,-119.87241000000
9,120,MNO,R8.56,BIG BEND GATE,290,3750,2450,300,3750,2450,37.93101303,-119.16556240000,37.93101303000,-119.16556240000
9,120,MNO,R11.05,OLD ROUTE 120 ROAD,230,2900,1900,430,4350,1330,37.93966018,-119.12310530000,37.93966018000,-119.12310530000
9,120,MNO,R12.055,NORTH  JCT. RTE 395,430,4350,1330,430,4350,1330,37.95042371,-119.11309520000,37.95042371000,-119.11309520000
9,120,MNO,13.37,JCT. RTE. 395,430,4350,1330,140,1050,483,37.950439,-119.11309100000,37.95043900000,-119.11309100000
9,120,MNO,51.86,BENTON CROSSING RD,70,600,300,60,500,220,37.791888,-118.56902100000,37.79188800000,-118.56902100000
9,120,MNO,58.99,JCT. RTE. 6,90,820,497,,,,37.81829851,-118.47699470000,37.81829851000,-118.47699470000
4,121,SON,0,JCT. RTE. 37,,,,1950,20000,19300,38.15094871,-122.44944430000,38.15096100000,-122.44941000000
4,121,SON,6.692,JCT. RTE. 116 WEST,2050,21600,21000,2150,24900,22200,38.236202,-122.46150700000,38.23620200000,-122.46150700000
4,121,SON,R7.438,JCT. RTE. 12 NORTH,2100,24400,21700,1850,22300,20000,38.24277969,-122.44851350000,38.24277969000,-122.44851350000
4,121,SON,8.12,"SCHELLVILLE, EIGHTH STREET",1700,20600,18500,1600,19300,17300,38.245983,-122.43890700000,38.24598300000,-122.43890700000
4,121,SON,9.54,RAMAL ROAD,1550,18700,16800,1650,19700,17400,38.24710542,-122.41283340000,38.24710542000,-122.41283340000
4,121,SON,R10.788,NAPA ROAD,1650,19700,17400,2450,29500,26000,38.25344833,-122.39355250000,38.25344833000,-122.39355250000
4,121,SON,11.618,SONOMA/NAPA COUNTY LINE,2450,29500,26000,,,,38.25068829,-122.37907060000,38.25068829000,-122.37907060000
4,121,NAP,0,SONOMA/NAPA COUNTY LINE,,,,2450,29500,26000,38.25068829,-122.37907060000,38.25068829000,-122.37907060000
4,121,NAP,1.99,DUHIG ROAD,2450,29500,26000,2550,31000,27500,38.25590608,-122.34665660000,38.25590608000,-122.34665660000
4,121,NAP,2.18,OLD SONOMA ROAD,2550,31000,27500,2550,30500,27000,38.25536748,-122.34251390000,38.25536748000,-122.34251390000
4,121,NAP,3.04,CUTTING WHARF ROAD,2350,29000,25500,2550,30500,27000,38.25599062,-122.32789180000,38.25599062000,-122.32789180000
4,121,NAP,R4.469,SOUTH JCT. RTE. 29,2550,30500,27000,2500,30500,28000,38.25762056,-122.30271860000,38.25752017000,-122.30275490000
4,121,NAP,R4.835,"NAPA, JEFFERSON STREET",2500,30500,28000,2150,26500,24000,38.28203252,-122.29365230000,38.28191893000,-122.29362830000
4,121,NAP,R5.08,"NAPA, SOUTH COOMBS STREET",2050,25500,22800,2100,26500,23900,38.28178724,-122.28915030000,38.28165613000,-122.28917490000
4,121,NAP,R5.891,JCT. RTE. 221 SOUTH,2550,27500,25000,3300,33500,31500,38.28051374,-122.27429840000,38.28039822000,-122.27405450000
4,121,NAP,6.554,"NAPA, SOSCOL AVENUE",1800,18000,17000,1550,15500,14600,38.288592,-122.27537800000,38.28859200000,-122.27537800000
4,121,NAP,7.37,"NAPA, THIRD STREET",1300,13000,12300,1300,13300,12600,38.29950693,-122.27588570000,38.29950693000,-122.27588570000
4,121,NAP,8.25,"NAPA, LINCOLN AVENUE",1400,14000,13200,1750,17200,16200,38.31062087,-122.27650290000,38.31062087000,-122.27650290000
4,121,NAP,9.403,"NAPA, TRANCAS STREET",1300,13100,12400,1200,12400,11700,38.32514972,-122.27408220000,38.32514972000,-122.27408220000
4,121,NAP,10.55,ATLAS PEAK ROAD,1100,11200,10500,520,4600,4150,38.337733,-122.26096900000,38.33773300000,-122.26096900000
4,121,NAP,10.68,VICHY AVENUE,520,4600,4150,410,3700,3250,38.33923121,-122.25930400000,38.33923121000,-122.25930400000
4,121,NAP,16.075,WOODEN VALLEY ROAD,250,2550,1800,260,2550,1900,38.37682703,-122.20243040000,38.37682703000,-122.20243040000
4,121,NAP,22.083,JCT. RTE. 128,260,2550,1900,,,,38.445572,-122.19645600000,38.44557200000,-122.19645600000
4,123,ALA,0,"OAKLAND, JCT. RTE. 580",,,,2000,26000,25500,37.82796334,-122.28277590000,37.82766085000,-122.28267880000
4,123,ALA,1.12,"OAKLAND, STANDFORD AVENUE",1600,20700,20400,1500,19200,18900,37.84092536,-122.28315310000,37.84095900000,-122.28303610000
4,123,ALA,1.906,"BERKELEY, JCT. RTE. 13",1650,21200,20800,1750,22400,22000,37.85211933,-122.28676670000,37.85214153000,-122.28664660000
4,123,ALA,3.15,"BERKELEY, UNIVERSITY AVENUE",1400,18200,17900,1500,19600,19300,37.86908507,-122.29223110000,37.86910763000,-122.29209250000
4,123,ALA,3.98,"BERKELEY, GILMAN STREET",1650,21400,21000,1600,21100,20700,37.8804654,-122.29588740000,37.88047675000,-122.29579800000
4,123,ALA,4.43,"ALBANY, MARIN AVENUE",1650,21300,20900,1550,20000,19700,37.88672239,-122.29788890000,37.88673319000,-122.29778600000
4,123,ALA,4.69,"ALBANY, SOLANO AVENUE",1850,24100,23600,1850,23600,23200,37.89028419,-122.29901380000,37.89027500000,-122.29892900000
4,123,ALA,5.177,ALAMEDA/CONTRA COSTA COUNTY LINE,2200,28000,27500,,,,37.89842329,-122.30164880000,37.89839219000,-122.30153680000
4,123,CC,0,ALAMEDA/CONTRA COSTA COUNTY LINE,,,,2200,28000,27500,37.89842329,-122.30164880000,37.89839219000,-122.30153680000
4,123,CC,0.05,"EL CERRITO, CARLSON BOULEVARD",2200,28000,27500,1650,21300,20900,37.89891386,-122.30186680000,37.89892493000,-122.30175800000
4,123,CC,0.29,"EL CERRITO, CENTRAL AVENUE",1700,22000,21600,1750,22600,22200,37.90211624,-122.30339030000,37.90216928000,-122.30329980000
4,123,CC,1.75,"EL CERRITO, POTRERO AVENUE",1500,19400,19100,1400,18400,18100,37.920727,-122.31516400000,37.92072700000,-122.31516400000
4,123,CC,2.1,CUTTING BOULEVARD,2350,30000,29500,1600,20600,20300,37.925414,-122.31848600000,37.92541400000,-122.31848600000
4,123,CC,2.198,"RICHMOND, JCT. RTE. 80",1600,20600,20300,,,,37.92544658,-122.32065660000,37.92544658000,-122.32065660000
10,124,AMA,0,"JCT. RTE. 88, IONE SOUTH",,,,320,6100,5800,38.31983,-120.93782500000,38.31983000000,-120.93782500000
10,124,AMA,R2.291,"IONE, WEST JCT RTE 104",390,9700,9200,290,3100,2700,38.35273,-120.93336600000,38.35273000000,-120.93336600000
10,124,AMA,R2.42,"IONE, RAYMOND DRIVE",320,5300,3000,250,4000,2300,38.35552855,-120.93421230000,38.35552855000,-120.93421230000
10,124,AMA,R10.335,"WAITES STATION, JCT. RTE. 16",280,4000,2300,,,,38.453833,-120.87264800000,38.45383300000,-120.87264800000
11,125,SD,9.587,JCT. RTE. 54,,,,9400,112000,109000,32.70024914,-117.01164710000,32.69975741000,-117.01138370000
11,125,SD,9.898,JAMACHA BOULEVARD/PARADISE VALLEY ROAD,9400,112000,109000,7700,104000,103000,32.70422308,-117.01112910000,32.70451888000,-117.01074460000
11,125,SD,10.622,JAMACHA ROAD UC,7700,104000,103000,9400,126000,124000,32.71444658,-117.01439120000,32.71444508000,-117.01398240000
11,125,SD,12.967,EAST JCT. RTE. 94,9400,126000,124000,13000,177000,174000,32.74841029,-117.01794350000,32.74774958000,-117.01779490000
11,125,SD,14.738,LEMON AVENUE,13000,177000,174000,14000,172000,170000,32.76825134,-117.00234930000,32.76828559000,-117.00197510000
11,125,SD,R15.094,"LA MESA, GROSSMONT BOULEVARD",14000,172000,170000,13000,163000,161000,32.77339127,-117.00251210000,32.77340911000,-117.00224090000
11,125,SD,R15.409,JCT. RTE. 8,13000,163000,161000,8100,102000,101000,32.77744282,-117.00379640000,32.77777967000,-117.00356810000
11,125,SD,18.663,"LA MESA, AMAYA DRIVE",8100,102000,101000,8300,95000,91000,32.78693188,-117.00652320000,32.78686455000,-117.00618030000
11,125,SD,19.53,NAVAJO ROAD,8300,95000,91000,7200,81000,79000,32.79945063,-117.00567280000,32.79941705000,-117.00532920000
11,125,SD,20.393,GROSSMONT COLLEGE DRIVE,7200,81000,79000,6300,71000,68000,32.8117469,-117.00407360000,32.81158385000,-117.00380270000
11,125,SD,22.172,"JCT. RTE. 52, SANTEE",6300,71000,68000,3250,33500,32500,32.83666138,-117.00339960000,32.83665490000,-117.00315990000
11,125,SD,22.301,MISSION GORGE ROAD,3250,33500,32500,,,,32.83853632,-117.00336400000,32.83857841000,-117.00316920000
7,126,VEN,0,JCT. RTE. 101,,,,4850,49000,47000,34.26645454,-119.23467660000,34.26621659000,-119.23455290000
7,126,VEN,1.448,"VENTURA, VICTORIA AVENUE",4850,49000,47000,4700,48000,46000,34.27147868,-119.21364570000,34.27133077000,-119.21361900000
7,126,VEN,2.799,"VENTURA, KIMBALL ROAD",4700,48000,46000,3750,39000,37500,34.27485561,-119.19040970000,34.27471173000,-119.19032240000
7,126,VEN,R5.031,"VENTURA, JCT. RTE. 118",3750,39000,37500,4400,54000,51000,34.28971738,-119.15638460000,34.28958752000,-119.15630360000
7,126,VEN,R8.912,BRIGGS ROAD,4400,54000,51000,4150,51000,49000,34.32251998,-119.10121730000,34.32235005000,-119.10109740000
7,126,VEN,R10.38,"SANTA PAULA, PECK ROAD",4150,51000,49000,3500,43500,41500,34.3372629,-119.08288120000,34.33711774000,-119.08273100000
7,126,VEN,R11.365,"SANTA PAULA, PALM AVENUE",3500,43500,41500,3850,47000,36500,34.3455146,-119.06875260000,34.34534245000,-119.06861650000
7,126,VEN,R12.042,"SANTA PAULA, JCT. RTE. 150",3850,47000,36500,2550,31500,29500,34.35011304,-119.05839360000,34.34991646000,-119.05832160000
7,126,VEN,R13.248,HALLOCK DRIVE,2550,31500,29500,3500,37500,34500,34.36020901,-119.04153570000,34.36010110000,-119.04145430000
7,126,VEN,T16.73,SESPE RANCH UC,3500,37500,34500,3000,32000,29000,34.37949672,-118.98633100000,34.37936543000,-118.98646790000
7,126,VEN,20.331,"FILLMORE, WEST CITY LIMITS, LOS SERENOS ROAD",3000,32000,29000,2550,33000,29000,34.394487,-118.93093600000,34.39437838000,-118.93091990000
7,126,VEN,21.137,"FILLMORE, JCT. RTE. 23",2700,35000,30500,2350,30000,26500,34.396236,-118.91776000000,34.39613300000,-118.91773700000
7,126,VEN,22.48,"FILLMORE, EAST CITY LIMITS",2400,30000,26000,2400,30000,26000,34.3981546,-118.89528240000,34.39803946000,-118.89514980000
7,126,VEN,R29.296,CENTER STREET,2500,26500,22500,2650,27500,23500,34.41059859,-118.78025190000,34.41050008000,-118.78027880000
7,126,VEN,R34.625,VENTURA/LOS ANGELES COUNTY LINE,2250,26000,22600,,,,34.4061952,-118.69285240000,34.40609018000,-118.69278470000
7,126,LA,R0,VENTURA/LOS ANGELES COUNTY LINE,,,,2250,26000,22600,34.4061952,-118.69285240000,34.40609018000,-118.69278470000
7,126,LA,R3.564,WOLCOTT WAY,2250,26000,22600,2500,29000,25500,34.42568557,-118.63770800000,34.42554063000,-118.63771680000
7,126,LA,R4.885,COMMERCE CENTER DRIVE,2500,29000,25500,3600,41500,36500,34.43535819,-118.61841700000,34.43526883000,-118.61835000000
7,126,LA,R5.46,THE OLD ROAD,3600,41500,36500,3600,42000,36500,34.44072587,-118.60970260000,34.44056453000,-118.60955800000
7,126,LA,R5.801,"SANTA CLARITA, NORTH JCT. RTE. 5",3600,42000,36500,2200,30500,28000,34.44315997,-118.60590510000,34.44303853000,-118.60567230000
7,126,LA,R5.85,"SANTA CLARITA, SOUTH JCT. RTE. 5",2200,30500,28000,2200,30500,28000,34.42349741,-118.58322290000,34.42326307000,-118.58308290000
7,126,LA,6.036,"SANTA CLARITA, TOURNEY ROAD (END OF ROUTE)",2200,30500,28000,,,,34.4241149,-118.58054440000,34.42397780000,-118.58055020000
8,127,SBD,L0,JCT. RTE. 15,,,,960,8000,6700,35.2634337,-116.07319370000,35.26343370000,-116.07319370000
8,127,SBD,L.17,"BAKER, JCT HIGHWAY",960,8000,6700,350,2800,2200,35.26535514,-116.07499600000,35.26535514000,-116.07499600000
8,127,SBD,0.642,SCHOOL ROAD,350,2800,2200,230,1450,1150,35.27471253,-116.07505960000,35.27471253000,-116.07505960000
8,127,SBD,29.708,SARATOGA SPRINGS ROAD,230,1450,1150,190,1050,800,35.6328385,-116.29055200000,35.63283850000,-116.29055200000
8,127,SBD,41.473,SAN BERNARDINO/INYO COUNTY LINE,170,810,800,,,,35.79386576,-116.34008040000,35.79386576000,-116.34008040000
9,127,INY,0,SAN BERNARDINO/INYO COUNTY LINE,,,,180,1350,800,35.79386576,-116.34008040000,35.79386576000,-116.34008040000
9,127,INY,6.51,OLD SPANISH TRAIL HWY,170,1000,750,150,1300,730,35.8713654,-116.28683480000,35.87136540000,-116.28683480000
9,127,INY,14.749,"SHOSHONE, SOUTH JCT. RTE. 178 EAST",140,1150,930,200,1200,820,35.9727135,-116.27038450000,35.97271350000,-116.27038450000
9,127,INY,16.249,"NORTH JCT. RTE. 178 WEST, SHOSHONE, NORTH",130,960,450,120,940,440,35.9940984,-116.27364940000,35.99409840000,-116.27364940000
9,127,INY,41.99,SOUTH OF STATELINE ROAD,120,1000,430,180,1550,1170,36.30237034,-116.41445100000,36.30237034000,-116.41445100000
9,127,INY,42.149,JCT. RTE. 190 WEST,380,2800,1700,100,940,730,36.30465417,-116.41520610000,36.30465417000,-116.41520610000
9,127,INY,49.42,NEVADA STATE LINE,90,880,670,,,,36.40850335,-116.42227420000,36.40850335000,-116.42227420000
1,128,MEN,0,JCT. RTE. 1,,,,220,2000,1700,39.19754086,-123.74659580000,39.19754086000,-123.74659580000
1,128,MEN,11.67,FLYNN CREEK ROAD,220,2000,1700,270,2500,2000,39.16112897,-123.58245200000,39.16112897000,-123.58245200000
1,128,MEN,22.59,WEST LIMITS PHILO,280,2600,2100,510,4700,4000,39.06733791,-123.44683920000,39.06733791000,-123.44683920000
1,128,MEN,R26.84,CON CREEK,520,4800,4200,540,5100,4400,39.03132821,-123.38724090000,39.03132821000,-123.38724090000
1,128,MEN,R28.09,BOONVILLE STATE HIGHWAY MAINTENANCE STATION,610,5300,4600,860,6900,5300,39.01678764,-123.37358420000,39.01678764000,-123.37358420000
1,128,MEN,28.4,MOUNTAIN VIEW ROAD,830,7300,5600,840,6200,4600,39.0124169,-123.37216710000,39.01243649000,-123.37207030000
1,128,MEN,29.576,JCT. RTE. 253 EAST,730,5000,4200,250,2700,2000,38.99914127,-123.35838930000,38.99914127000,-123.35838930000
1,128,MEN,41.13,"YORKVILLE, WEST CITY LIMITS",200,2200,1700,210,2300,1750,38.90019071,-123.22036800000,38.90019071000,-123.22036800000
1,128,MEN,50.902,MENDOCINO/SONOMA COUNTY LINE,210,2250,1800,,,,38.85221762,-123.07732880000,38.85221762000,-123.07732880000
4,128,SON,0,MENDOCINO/SONOMA COUNTY LINE,,,,220,2400,1950,38.85221762,-123.07732880000,38.85221762000,-123.07732880000
4,128,SON,L4.859,"CLOVERDALE, NORTH JCT. RTE. 101",220,2600,1950,330,3100,2700,38.82817519,-123.01433360000,38.82817519000,-123.01433360000
4,128,SON,L4.97,CANYON ROAD/OLD REDWOOD HIGHWAY,330,3100,2700,280,2650,2300,38.71452606,-122.91751070000,38.71452606000,-122.91751070000
4,128,SON,L5.883,"GEYSERVILLE, S JCT. RTE. OLD 101",460,4300,3750,400,3950,3400,38.70654239,-122.90417130000,38.70654239000,-122.90417130000
4,128,SON,5.74,RIVER ROAD,400,3950,3400,320,3100,2700,38.71550471,-122.89262870000,38.71550471000,-122.89262870000
4,128,SON,9.47,GEYSERS ROAD,320,3100,2700,310,3000,2600,38.68724145,-122.83951660000,38.68724145000,-122.83951660000
4,128,SON,11.49,ALEXANDER VALLEY ROAD,310,3000,2600,480,4750,4100,38.66651558,-122.81972590000,38.66651558000,-122.81972590000
4,128,SON,11.96,PINE FLAT ROAD,480,4750,4100,440,4300,3700,38.67154717,-122.81334530000,38.67154717000,-122.81334530000
4,128,SON,15.42,CHALK HILL ROAD,220,2200,1900,250,2450,2100,38.63905707,-122.76954610000,38.63905707000,-122.76954610000
4,128,SON,21.9,"KELLOGG, FRANZ VALLEY ROAD",240,2300,2000,230,2200,1900,38.63224345,-122.67375870000,38.63224345000,-122.67375870000
4,128,SON,24.761,SONOMA/NAPA COUNTY LINE,310,3000,2600,,,,38.6025062,-122.64471870000,38.60250620000,-122.64471870000
4,128,NAP,0,SONOMA/NAPA COUNTY LINE,,,,310,3000,2600,38.6025062,-122.64471870000,38.60250620000,-122.64471870000
4,128,NAP,2.66,TUBBS LANE,340,3250,2800,1000,10000,8600,38.58876432,-122.60708380000,38.58876432000,-122.60708380000
4,128,NAP,3.62,"CALISTOGA, PETRIFIED FOREST ROAD",1250,12600,10900,1300,12900,11100,38.58132343,-122.59633690000,38.58132343000,-122.59633690000
4,128,NAP,4.55,"CALISTOGA, JCT. RTE. 29",1300,12600,11100,490,3750,3300,38.575257,-122.58051400000,38.57525700000,-122.58051400000
4,128,NAP,7.37,SILVERADO TRAIL,310,2400,2100,550,4300,3750,38.48739977,-122.40610370000,38.48739977000,-122.40610370000
4,128,NAP,11.28,CHILES/POPE VALLEY ROADS,310,2400,2100,310,2400,2100,38.49004335,-122.34876510000,38.49004335000,-122.34876510000
4,128,NAP,15.79,LOWER CHILES VALLEY ROAD,310,2400,2100,210,1600,1400,38.503845,-122.29610680000,38.50384500000,-122.29610680000
4,128,NAP,19.09,KNOXVILLE ROAD,210,1600,1400,390,3250,2650,38.4965679,-122.25121060000,38.49656790000,-122.25121060000
4,128,NAP,23.896,JCT. RTE. 121 SOUTH,390,3250,2650,230,1600,1400,38.44556447,-122.19644020000,38.44556447000,-122.19644020000
4,128,NAP,34.266,NAPA/SOLANO COUNTY LINE,360,3300,2400,,,,38.51215761,-122.10347210000,38.51215761000,-122.10347210000
4,128,SOL,0,NAPA/SOLANO COUNTY LINE,,,,380,3400,2650,38.51215761,-122.10347210000,38.51215761000,-122.10347210000
4,128,SOL,0.754,SOLANO/YOLO COUNTY LINE,360,3300,2400,,,,38.51291063,-122.09563980000,38.51291063000,-122.09563980000
3,128,YOL,0,SOLANO/YOLO COUNTY LINE,,,,360,3300,2400,38.51291063,-122.09563980000,38.51291063000,-122.09563980000
3,128,YOL,4.59,COUNTY ROAD 86,270,2200,1950,300,2400,2000,38.4946536,-122.02835870000,38.49465360000,-122.02835870000
3,128,YOL,7.55,COUNTY ROAD 87 E,300,2400,2000,360,3600,3000,38.51756888,-121.99131200000,38.51756888000,-121.99131200000
3,128,YOL,8.42,"WINTERS, FOURTH STREET",740,7400,6300,940,10200,9400,38.52290298,-121.97658370000,38.52290298000,-121.97658370000
3,128,YOL,8.77,"WINTERS, RAILROAD STREET",940,10200,9400,1200,12500,12400,38.52509095,-121.97065270000,38.52509095000,-121.97065270000
3,128,YOL,9.835,JCT. RTE. 505,1200,12500,12400,,,,38.53141433,-121.95296970000,38.53141433000,-121.95296970000
5,129,SCR,L0,JCT. RTE. 1,,,,2000,21300,20300,36.894342,-121.77408800000,36.89434200000,-121.77408800000
5,129,SCR,L1.469,MAIN STREET,2500,26500,20300,3100,34500,26300,36.90716819,-121.75338570000,36.90710208000,-121.75332050000
5,129,SCR,0.54,"WATSONVILLE, BLACKBURN STREET",2350,28000,21000,1250,15900,13000,36.91227254,-121.74609620000,36.91227254000,-121.74609620000
5,129,SCR,1.4,LAKEVIEW ROAD,1250,16100,12800,1450,17000,12900,36.91683411,-121.73166810000,36.91683411000,-121.73166810000
